2024-05-08T00:00:26.241-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:00:26.233Z uptime=34800141ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=38 (+0)]
2024-05-08T02:36:41.977-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:36:41.976Z uptime=44175884ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:37:11.990-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:37:11.986Z uptime=44205894ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:37:42.007-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:37:42Z uptime=44235908ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:38:12.014-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:38:12.012Z uptime=44265920ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:38:42.026-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:38:42.024Z uptime=44295932ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:39:12.032-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:39:12.028Z uptime=44325936ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:39:42.043-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:39:42.041Z uptime=44355949ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:40:12.052-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:40:12.051Z uptime=44385959ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:40:42.060-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:40:42.056Z uptime=44415964ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:41:12.070-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:41:12.069Z uptime=44445977ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:41:42.071-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:41:42.070Z uptime=44475978ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:42:12.083-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:42:12.081Z uptime=44505989ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:42:42.091-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:42:42.090Z uptime=44535998ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:43:12.098-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:43:12.096Z uptime=44566004ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:43:42.103-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:43:42.102Z uptime=44596010ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:44:12.109-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:44:12.108Z uptime=44626016ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:44:42.113-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:44:42.110Z uptime=44656018ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:45:12.114-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:45:12.113Z uptime=44686021ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:45:42.124-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:45:42.123Z uptime=44716031ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:46:12.129-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:46:12.127Z uptime=44746035ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:46:42.133-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:46:42.132Z uptime=44776040ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:47:12.140-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:47:12.139Z uptime=44806047ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T02:47:42.147-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T06:47:42.146Z uptime=44836054ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:03:56.920-04:00  WARN 7628 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16m18s329ms).
2024-05-08T03:04:00.477-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:04:00.472Z uptime=45814380ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:04:30.486-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:04:30.485Z uptime=45844393ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:05:00.497-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:05:00.493Z uptime=45874401ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:05:30.506-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:05:30.504Z uptime=45904412ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:06:00.508-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:06:00.505Z uptime=45934413ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:06:30.513-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:06:30.512Z uptime=45964420ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:07:00.522-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:07:00.521Z uptime=45994429ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
